head	relation	tail	head_type	tail_type
ENSG00000184992	interacts_with	ENSG00000135338	Gene	Gene
ENSG00000088986	interacts_with	ENSG00000139116	Gene	Gene
ENSG00000139116	interacts_with	ENSG00000088986	Gene	Gene
ENSG00000171311	interacts_with	ENSG00000280831	Gene	Gene
ENSG00000280831	interacts_with	ENSG00000171311	Gene	Gene
ENSG00000171311	interacts_with	ENSG00000105193	Gene	Gene
ENSG00000105193	interacts_with	ENSG00000171311	Gene	Gene
ENSG00000171311	interacts_with	ENSG00000134419	Gene	Gene
ENSG00000134419	interacts_with	ENSG00000171311	Gene	Gene
ENSG00000171311	interacts_with	ENSG00000008988	Gene	Gene
ENSG00000008988	interacts_with	ENSG00000171311	Gene	Gene
ENSG00000106462	interacts_with	ENSG00000168385	Gene	Gene
ENSG00000168385	interacts_with	ENSG00000106462	Gene	Gene
ENSG00000128833	interacts_with	ENSG00000136950	Gene	Gene
ENSG00000136950	interacts_with	ENSG00000128833	Gene	Gene
ENSG00000171956	interacts_with	ENSG00000228716	Gene	Gene
ENSG00000228716	interacts_with	ENSG00000171956	Gene	Gene
ENSG00000111596	interacts_with	ENSG00000242372	Gene	Gene
ENSG00000242372	interacts_with	ENSG00000111596	Gene	Gene
ENSG00000129187	interacts_with	ENSG00000182768	Gene	Gene
ENSG00000182768	interacts_with	ENSG00000129187	Gene	Gene
ENSG00000079246	interacts_with	ENSG00000282854	Gene	Gene
ENSG00000282854	interacts_with	ENSG00000079246	Gene	Gene
ENSG00000076242	interacts_with	ENSG00000115677	Gene	Gene
ENSG00000115677	interacts_with	ENSG00000076242	Gene	Gene
ENSG00000137275	interacts_with	ENSG00000129521	Gene	Gene
ENSG00000129521	interacts_with	ENSG00000137275	Gene	Gene
ENSG00000122482	interacts_with	ENSG00000101126	Gene	Gene
ENSG00000101126	interacts_with	ENSG00000122482	Gene	Gene
ENSG00000073050	interacts_with	ENSG00000196950	Gene	Gene
ENSG00000196950	interacts_with	ENSG00000073050	Gene	Gene
ENSG00000197616	interacts_with	ENSG00000087111	Gene	Gene
ENSG00000087111	interacts_with	ENSG00000197616	Gene	Gene
ENSG00000196924	interacts_with	ENSG00000154556	Gene	Gene
ENSG00000154556	interacts_with	ENSG00000196924	Gene	Gene
ENSG00000130725	interacts_with	ENSG00000142230	Gene	Gene
ENSG00000142230	interacts_with	ENSG00000130725	Gene	Gene
ENSG00000104412	interacts_with	ENSG00000126777	Gene	Gene
ENSG00000126777	interacts_with	ENSG00000104412	Gene	Gene
ENSG00000088986	interacts_with	ENSG00000111057	Gene	Gene
ENSG00000111057	interacts_with	ENSG00000088986	Gene	Gene
ENSG00000171311	interacts_with	ENSG00000198034	Gene	Gene
ENSG00000198034	interacts_with	ENSG00000171311	Gene	Gene
ENSG00000143970	interacts_with	ENSG00000147162	Gene	Gene
ENSG00000147162	interacts_with	ENSG00000143970	Gene	Gene
ENSG00000171956	interacts_with	ENSG00000197102	Gene	Gene
ENSG00000197102	interacts_with	ENSG00000171956	Gene	Gene
ENSG00000172197	interacts_with	ENSG00000105281	Gene	Gene
ENSG00000105281	interacts_with	ENSG00000172197	Gene	Gene
ENSG00000196923	interacts_with	ENSG00000171992	Gene	Gene
ENSG00000171992	interacts_with	ENSG00000196923	Gene	Gene
ENSG00000172197	interacts_with	ENSG00000168003	Gene	Gene
ENSG00000168003	interacts_with	ENSG00000172197	Gene	Gene
ENSG00000113441	interacts_with	ENSG00000113360	Gene	Gene
ENSG00000113360	interacts_with	ENSG00000113441	Gene	Gene
ENSG00000221914	interacts_with	ENSG00000127585	Gene	Gene
ENSG00000127585	interacts_with	ENSG00000221914	Gene	Gene
ENSG00000171311	interacts_with	ENSG00000163682	Gene	Gene
ENSG00000163682	interacts_with	ENSG00000171311	Gene	Gene
ENSG00000176165	interacts_with	ENSG00000177084	Gene	Gene
ENSG00000177084	interacts_with	ENSG00000176165	Gene	Gene
ENSG00000171311	interacts_with	ENSG00000166441	Gene	Gene
ENSG00000166441	interacts_with	ENSG00000171311	Gene	Gene
ENSG00000283068	interacts_with	ENSG00000177954	Gene	Gene
ENSG00000177954	interacts_with	ENSG00000283068	Gene	Gene
ENSG00000283068	interacts_with	ENSG00000277079	Gene	Gene
ENSG00000277079	interacts_with	ENSG00000283068	Gene	Gene
ENSG00000283068	interacts_with	ENSG00000142937	Gene	Gene
ENSG00000142937	interacts_with	ENSG00000283068	Gene	Gene
ENSG00000088986	interacts_with	ENSG00000108679	Gene	Gene
ENSG00000108679	interacts_with	ENSG00000088986	Gene	Gene
ENSG00000164611	interacts_with	ENSG00000121766	Gene	Gene
ENSG00000121766	interacts_with	ENSG00000164611	Gene	Gene
ENSG00000087586	interacts_with	ENSG00000138303	Gene	Gene
ENSG00000138303	interacts_with	ENSG00000087586	Gene	Gene
ENSG00000177463	interacts_with	ENSG00000100105	Gene	Gene
ENSG00000100105	interacts_with	ENSG00000177463	Gene	Gene
ENSG00000088986	interacts_with	ENSG00000117155	Gene	Gene
ENSG00000117155	interacts_with	ENSG00000088986	Gene	Gene
ENSG00000085415	interacts_with	ENSG00000150753	Gene	Gene
ENSG00000150753	interacts_with	ENSG00000085415	Gene	Gene
ENSG00000075945	interacts_with	ENSG00000135968	Gene	Gene
ENSG00000135968	interacts_with	ENSG00000075945	Gene	Gene
ENSG00000101997	interacts_with	ENSG00000078061	Gene	Gene
ENSG00000078061	interacts_with	ENSG00000101997	Gene	Gene
ENSG00000275903	interacts_with	ENSG00000128789	Gene	Gene
ENSG00000128789	interacts_with	ENSG00000275903	Gene	Gene
ENSG00000140382	interacts_with	ENSG00000127483	Gene	Gene
ENSG00000127483	interacts_with	ENSG00000140382	Gene	Gene
ENSG00000171956	interacts_with	ENSG00000115866	Gene	Gene
ENSG00000115866	interacts_with	ENSG00000171956	Gene	Gene
ENSG00000111087	interacts_with	ENSG00000151360	Gene	Gene
ENSG00000151360	interacts_with	ENSG00000111087	Gene	Gene
ENSG00000140374	interacts_with	ENSG00000158793	Gene	Gene
ENSG00000158793	interacts_with	ENSG00000140374	Gene	Gene
ENSG00000100142	interacts_with	ENSG00000013503	Gene	Gene
ENSG00000013503	interacts_with	ENSG00000100142	Gene	Gene
ENSG00000158321	interacts_with	ENSG00000100393	Gene	Gene
ENSG00000100393	interacts_with	ENSG00000158321	Gene	Gene
ENSG00000100142	interacts_with	ENSG00000284282	Gene	Gene
ENSG00000284282	interacts_with	ENSG00000100142	Gene	Gene
ENSG00000092054	interacts_with	ENSG00000126432	Gene	Gene
ENSG00000126432	interacts_with	ENSG00000092054	Gene	Gene
ENSG00000138668	interacts_with	ENSG00000135241	Gene	Gene
ENSG00000135241	interacts_with	ENSG00000138668	Gene	Gene
ENSG00000107643	interacts_with	ENSG00000081913	Gene	Gene
ENSG00000081913	interacts_with	ENSG00000107643	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000143198	Gene	Gene
ENSG00000143198	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000196923	interacts_with	ENSG00000133030	Gene	Gene
ENSG00000133030	interacts_with	ENSG00000196923	Gene	Gene
ENSG00000113758	interacts_with	ENSG00000128641	Gene	Gene
ENSG00000128641	interacts_with	ENSG00000113758	Gene	Gene
ENSG00000070610	interacts_with	ENSG00000131626	Gene	Gene
ENSG00000131626	interacts_with	ENSG00000070610	Gene	Gene
ENSG00000145632	interacts_with	ENSG00000180263	Gene	Gene
ENSG00000180263	interacts_with	ENSG00000145632	Gene	Gene
ENSG00000132688	interacts_with	ENSG00000099821	Gene	Gene
ENSG00000099821	interacts_with	ENSG00000132688	Gene	Gene
ENSG00000142856	interacts_with	ENSG00000160447	Gene	Gene
ENSG00000160447	interacts_with	ENSG00000142856	Gene	Gene
ENSG00000176678	interacts_with	ENSG00000134684	Gene	Gene
ENSG00000134684	interacts_with	ENSG00000176678	Gene	Gene
ENSG00000170037	interacts_with	ENSG00000119421	Gene	Gene
ENSG00000119421	interacts_with	ENSG00000170037	Gene	Gene
ENSG00000081307	interacts_with	ENSG00000196700	Gene	Gene
ENSG00000196700	interacts_with	ENSG00000081307	Gene	Gene
ENSG00000108774	interacts_with	ENSG00000138119	Gene	Gene
ENSG00000138119	interacts_with	ENSG00000108774	Gene	Gene
ENSG00000183770	interacts_with	ENSG00000159399	Gene	Gene
ENSG00000159399	interacts_with	ENSG00000183770	Gene	Gene
ENSG00000119787	interacts_with	ENSG00000198648	Gene	Gene
ENSG00000198648	interacts_with	ENSG00000119787	Gene	Gene
ENSG00000119185	interacts_with	ENSG00000101856	Gene	Gene
ENSG00000101856	interacts_with	ENSG00000119185	Gene	Gene
ENSG00000196923	interacts_with	ENSG00000129116	Gene	Gene
ENSG00000129116	interacts_with	ENSG00000196923	Gene	Gene
ENSG00000101367	interacts_with	ENSG00000087274	Gene	Gene
ENSG00000087274	interacts_with	ENSG00000101367	Gene	Gene
ENSG00000169288	interacts_with	ENSG00000185515	Gene	Gene
ENSG00000185515	interacts_with	ENSG00000169288	Gene	Gene
ENSG00000101367	interacts_with	ENSG00000148700	Gene	Gene
ENSG00000148700	interacts_with	ENSG00000101367	Gene	Gene
ENSG00000084207	interacts_with	ENSG00000175931	Gene	Gene
ENSG00000175931	interacts_with	ENSG00000084207	Gene	Gene
ENSG00000133858	interacts_with	ENSG00000014164	Gene	Gene
ENSG00000014164	interacts_with	ENSG00000133858	Gene	Gene
ENSG00000176678	interacts_with	ENSG00000107862	Gene	Gene
ENSG00000107862	interacts_with	ENSG00000176678	Gene	Gene
ENSG00000103126	interacts_with	ENSG00000141551	Gene	Gene
ENSG00000141551	interacts_with	ENSG00000103126	Gene	Gene
ENSG00000100644	interacts_with	ENSG00000080561	Gene	Gene
ENSG00000080561	interacts_with	ENSG00000100644	Gene	Gene
ENSG00000103126	interacts_with	ENSG00000044115	Gene	Gene
ENSG00000044115	interacts_with	ENSG00000103126	Gene	Gene
ENSG00000174799	interacts_with	ENSG00000206579	Gene	Gene
ENSG00000206579	interacts_with	ENSG00000174799	Gene	Gene
ENSG00000196923	interacts_with	ENSG00000100014	Gene	Gene
ENSG00000100014	interacts_with	ENSG00000196923	Gene	Gene
ENSG00000102882	interacts_with	ENSG00000108518	Gene	Gene
ENSG00000108518	interacts_with	ENSG00000102882	Gene	Gene
ENSG00000176678	interacts_with	ENSG00000124608	Gene	Gene
ENSG00000124608	interacts_with	ENSG00000176678	Gene	Gene
ENSG00000113758	interacts_with	ENSG00000167306	Gene	Gene
ENSG00000167306	interacts_with	ENSG00000113758	Gene	Gene
ENSG00000113758	interacts_with	ENSG00000196586	Gene	Gene
ENSG00000196586	interacts_with	ENSG00000113758	Gene	Gene
ENSG00000113758	interacts_with	ENSG00000157483	Gene	Gene
ENSG00000157483	interacts_with	ENSG00000113758	Gene	Gene
ENSG00000113758	interacts_with	ENSG00000197535	Gene	Gene
ENSG00000197535	interacts_with	ENSG00000113758	Gene	Gene
ENSG00000197879	interacts_with	ENSG00000113758	Gene	Gene
ENSG00000113758	interacts_with	ENSG00000197879	Gene	Gene
ENSG00000085415	interacts_with	ENSG00000119392	Gene	Gene
ENSG00000119392	interacts_with	ENSG00000085415	Gene	Gene
ENSG00000113758	interacts_with	ENSG00000058272	Gene	Gene
ENSG00000058272	interacts_with	ENSG00000113758	Gene	Gene
ENSG00000038219	interacts_with	ENSG00000099381	Gene	Gene
ENSG00000099381	interacts_with	ENSG00000038219	Gene	Gene
ENSG00000240563	interacts_with	ENSG00000083168	Gene	Gene
ENSG00000083168	interacts_with	ENSG00000240563	Gene	Gene
ENSG00000167578	interacts_with	ENSG00000089818	Gene	Gene
ENSG00000089818	interacts_with	ENSG00000167578	Gene	Gene
ENSG00000113758	interacts_with	ENSG00000273562	Gene	Gene
ENSG00000273562	interacts_with	ENSG00000113758	Gene	Gene
ENSG00000273594	interacts_with	ENSG00000114626	Gene	Gene
ENSG00000114626	interacts_with	ENSG00000273594	Gene	Gene
ENSG00000109171	interacts_with	ENSG00000122884	Gene	Gene
ENSG00000122884	interacts_with	ENSG00000109171	Gene	Gene
ENSG00000178950	interacts_with	ENSG00000168143	Gene	Gene
ENSG00000168143	interacts_with	ENSG00000178950	Gene	Gene
ENSG00000164379	interacts_with	ENSG00000162664	Gene	Gene
ENSG00000162664	interacts_with	ENSG00000164379	Gene	Gene
ENSG00000196535	interacts_with	ENSG00000115306	Gene	Gene
ENSG00000115306	interacts_with	ENSG00000196535	Gene	Gene
ENSG00000196535	interacts_with	ENSG00000173898	Gene	Gene
ENSG00000173898	interacts_with	ENSG00000196535	Gene	Gene
ENSG00000100150	interacts_with	ENSG00000116954	Gene	Gene
ENSG00000116954	interacts_with	ENSG00000100150	Gene	Gene
ENSG00000100629	interacts_with	ENSG00000046651	Gene	Gene
ENSG00000046651	interacts_with	ENSG00000100629	Gene	Gene
ENSG00000145414	interacts_with	ENSG00000164164	Gene	Gene
ENSG00000164164	interacts_with	ENSG00000145414	Gene	Gene
ENSG00000179772	interacts_with	ENSG00000122884	Gene	Gene
ENSG00000122884	interacts_with	ENSG00000179772	Gene	Gene
ENSG00000196923	interacts_with	ENSG00000106078	Gene	Gene
ENSG00000106078	interacts_with	ENSG00000196923	Gene	Gene
ENSG00000151502	interacts_with	ENSG00000101986	Gene	Gene
ENSG00000101986	interacts_with	ENSG00000151502	Gene	Gene
ENSG00000100422	interacts_with	ENSG00000162607	Gene	Gene
ENSG00000162607	interacts_with	ENSG00000100422	Gene	Gene
ENSG00000138668	interacts_with	ENSG00000162910	Gene	Gene
ENSG00000162910	interacts_with	ENSG00000138668	Gene	Gene
ENSG00000154914	interacts_with	ENSG00000283018	Gene	Gene
ENSG00000283018	interacts_with	ENSG00000154914	Gene	Gene
ENSG00000283068	interacts_with	ENSG00000174780	Gene	Gene
ENSG00000174780	interacts_with	ENSG00000283068	Gene	Gene
ENSG00000038219	interacts_with	ENSG00000079999	Gene	Gene
ENSG00000079999	interacts_with	ENSG00000038219	Gene	Gene
ENSG00000074219	interacts_with	ENSG00000115942	Gene	Gene
ENSG00000115942	interacts_with	ENSG00000074219	Gene	Gene
ENSG00000145632	interacts_with	ENSG00000171109	Gene	Gene
ENSG00000171109	interacts_with	ENSG00000145632	Gene	Gene
ENSG00000184634	interacts_with	ENSG00000133895	Gene	Gene
ENSG00000133895	interacts_with	ENSG00000184634	Gene	Gene
ENSG00000101224	interacts_with	ENSG00000063046	Gene	Gene
ENSG00000063046	interacts_with	ENSG00000101224	Gene	Gene
ENSG00000179772	interacts_with	ENSG00000237344	Gene	Gene
ENSG00000237344	interacts_with	ENSG00000179772	Gene	Gene
ENSG00000151466	interacts_with	ENSG00000168259	Gene	Gene
ENSG00000168259	interacts_with	ENSG00000151466	Gene	Gene
ENSG00000151466	interacts_with	ENSG00000134900	Gene	Gene
ENSG00000134900	interacts_with	ENSG00000151466	Gene	Gene
ENSG00000183337	interacts_with	ENSG00000117148	Gene	Gene
ENSG00000117148	interacts_with	ENSG00000183337	Gene	Gene
ENSG00000109171	interacts_with	ENSG00000078674	Gene	Gene
ENSG00000078674	interacts_with	ENSG00000109171	Gene	Gene
ENSG00000182220	interacts_with	ENSG00000144840	Gene	Gene
ENSG00000144840	interacts_with	ENSG00000182220	Gene	Gene
ENSG00000108774	interacts_with	ENSG00000162910	Gene	Gene
ENSG00000162910	interacts_with	ENSG00000108774	Gene	Gene
ENSG00000112130	interacts_with	ENSG00000100749	Gene	Gene
ENSG00000100749	interacts_with	ENSG00000112130	Gene	Gene
ENSG00000196535	interacts_with	ENSG00000197321	Gene	Gene
ENSG00000197321	interacts_with	ENSG00000196535	Gene	Gene
ENSG00000130204	interacts_with	ENSG00000169020	Gene	Gene
ENSG00000169020	interacts_with	ENSG00000130204	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000128609	Gene	Gene
ENSG00000128609	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000131495	Gene	Gene
ENSG00000131495	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000134255	Gene	Gene
ENSG00000134255	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000171992	interacts_with	ENSG00000071967	Gene	Gene
ENSG00000071967	interacts_with	ENSG00000171992	Gene	Gene
ENSG00000143373	interacts_with	ENSG00000167491	Gene	Gene
ENSG00000167491	interacts_with	ENSG00000143373	Gene	Gene
ENSG00000152256	interacts_with	ENSG00000132323	Gene	Gene
ENSG00000132323	interacts_with	ENSG00000152256	Gene	Gene
ENSG00000169967	interacts_with	ENSG00000134308	Gene	Gene
ENSG00000134308	interacts_with	ENSG00000169967	Gene	Gene
ENSG00000102226	interacts_with	ENSG00000135476	Gene	Gene
ENSG00000135476	interacts_with	ENSG00000102226	Gene	Gene
ENSG00000136731	interacts_with	ENSG00000166598	Gene	Gene
ENSG00000166598	interacts_with	ENSG00000136731	Gene	Gene
ENSG00000182923	interacts_with	ENSG00000083535	Gene	Gene
ENSG00000083535	interacts_with	ENSG00000182923	Gene	Gene
ENSG00000186766	interacts_with	ENSG00000231116	Gene	Gene
ENSG00000231116	interacts_with	ENSG00000186766	Gene	Gene
ENSG00000147403	interacts_with	ENSG00000106344	Gene	Gene
ENSG00000106344	interacts_with	ENSG00000147403	Gene	Gene
ENSG00000147403	interacts_with	ENSG00000107951	Gene	Gene
ENSG00000107951	interacts_with	ENSG00000147403	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000086758	Gene	Gene
ENSG00000086758	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000167005	interacts_with	ENSG00000100038	Gene	Gene
ENSG00000100038	interacts_with	ENSG00000167005	Gene	Gene
ENSG00000070770	interacts_with	ENSG00000133997	Gene	Gene
ENSG00000133997	interacts_with	ENSG00000070770	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000227315	Gene	Gene
ENSG00000227315	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000044115	interacts_with	ENSG00000198947	Gene	Gene
ENSG00000198947	interacts_with	ENSG00000044115	Gene	Gene
ENSG00000147403	interacts_with	ENSG00000135372	Gene	Gene
ENSG00000135372	interacts_with	ENSG00000147403	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000158864	Gene	Gene
ENSG00000158864	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000168653	Gene	Gene
ENSG00000168653	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000164258	Gene	Gene
ENSG00000164258	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000167792	Gene	Gene
ENSG00000167792	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000136997	interacts_with	ENSG00000117724	Gene	Gene
ENSG00000117724	interacts_with	ENSG00000136997	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000178127	Gene	Gene
ENSG00000178127	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000145494	Gene	Gene
ENSG00000145494	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000283447	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000283447	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000065518	Gene	Gene
ENSG00000065518	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000166136	Gene	Gene
ENSG00000166136	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000136997	interacts_with	ENSG00000064545	Gene	Gene
ENSG00000064545	interacts_with	ENSG00000136997	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000160194	Gene	Gene
ENSG00000160194	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000100422	interacts_with	ENSG00000234651	Gene	Gene
ENSG00000234651	interacts_with	ENSG00000100422	Gene	Gene
ENSG00000111276	interacts_with	ENSG00000136997	Gene	Gene
ENSG00000136997	interacts_with	ENSG00000111276	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000139180	Gene	Gene
ENSG00000139180	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000130414	Gene	Gene
ENSG00000130414	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000273397	Gene	Gene
ENSG00000273397	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000101558	interacts_with	ENSG00000267855	Gene	Gene
ENSG00000267855	interacts_with	ENSG00000101558	Gene	Gene
ENSG00000065970	interacts_with	ENSG00000080298	Gene	Gene
ENSG00000080298	interacts_with	ENSG00000065970	Gene	Gene
ENSG00000065970	interacts_with	ENSG00000087903	Gene	Gene
ENSG00000087903	interacts_with	ENSG00000065970	Gene	Gene
ENSG00000186766	interacts_with	ENSG00000010256	Gene	Gene
ENSG00000010256	interacts_with	ENSG00000186766	Gene	Gene
ENSG00000113758	interacts_with	ENSG00000186575	Gene	Gene
ENSG00000186575	interacts_with	ENSG00000113758	Gene	Gene
ENSG00000163029	interacts_with	ENSG00000011295	Gene	Gene
ENSG00000011295	interacts_with	ENSG00000163029	Gene	Gene
ENSG00000177606	interacts_with	ENSG00000099956	Gene	Gene
ENSG00000099956	interacts_with	ENSG00000177606	Gene	Gene
ENSG00000177606	interacts_with	ENSG00000173473	Gene	Gene
ENSG00000173473	interacts_with	ENSG00000177606	Gene	Gene
ENSG00000128245	interacts_with	ENSG00000107331	Gene	Gene
ENSG00000107331	interacts_with	ENSG00000128245	Gene	Gene
ENSG00000074219	interacts_with	ENSG00000131196	Gene	Gene
ENSG00000131196	interacts_with	ENSG00000074219	Gene	Gene
ENSG00000160007	interacts_with	ENSG00000070831	Gene	Gene
ENSG00000070831	interacts_with	ENSG00000160007	Gene	Gene
ENSG00000135486	interacts_with	ENSG00000276833	Gene	Gene
ENSG00000276833	interacts_with	ENSG00000135486	Gene	Gene
ENSG00000147403	interacts_with	ENSG00000113460	Gene	Gene
ENSG00000113460	interacts_with	ENSG00000147403	Gene	Gene
ENSG00000170312	interacts_with	ENSG00000149554	Gene	Gene
ENSG00000149554	interacts_with	ENSG00000170312	Gene	Gene
ENSG00000091140	interacts_with	ENSG00000119471	Gene	Gene
ENSG00000119471	interacts_with	ENSG00000091140	Gene	Gene
ENSG00000221914	interacts_with	ENSG00000233927	Gene	Gene
ENSG00000233927	interacts_with	ENSG00000221914	Gene	Gene
ENSG00000065970	interacts_with	ENSG00000288283	Gene	Gene
ENSG00000288283	interacts_with	ENSG00000065970	Gene	Gene
ENSG00000007923	interacts_with	ENSG00000180957	Gene	Gene
ENSG00000180957	interacts_with	ENSG00000007923	Gene	Gene
ENSG00000119723	interacts_with	ENSG00000132423	Gene	Gene
ENSG00000132423	interacts_with	ENSG00000119723	Gene	Gene
ENSG00000272886	interacts_with	ENSG00000089195	Gene	Gene
ENSG00000089195	interacts_with	ENSG00000272886	Gene	Gene
ENSG00000145386	interacts_with	ENSG00000148429	Gene	Gene
ENSG00000148429	interacts_with	ENSG00000145386	Gene	Gene
ENSG00000147403	interacts_with	ENSG00000198498	Gene	Gene
ENSG00000198498	interacts_with	ENSG00000147403	Gene	Gene
ENSG00000050405	interacts_with	ENSG00000152492	Gene	Gene
ENSG00000152492	interacts_with	ENSG00000050405	Gene	Gene
ENSG00000147403	interacts_with	ENSG00000041802	Gene	Gene
ENSG00000041802	interacts_with	ENSG00000147403	Gene	Gene
ENSG00000171956	interacts_with	ENSG00000188976	Gene	Gene
ENSG00000188976	interacts_with	ENSG00000171956	Gene	Gene
ENSG00000131462	interacts_with	ENSG00000000419	Gene	Gene
ENSG00000000419	interacts_with	ENSG00000131462	Gene	Gene
ENSG00000151725	interacts_with	ENSG00000025800	Gene	Gene
ENSG00000025800	interacts_with	ENSG00000151725	Gene	Gene
ENSG00000141736	interacts_with	ENSG00000173545	Gene	Gene
ENSG00000173545	interacts_with	ENSG00000141736	Gene	Gene
ENSG00000171956	interacts_with	ENSG00000165219	Gene	Gene
ENSG00000165219	interacts_with	ENSG00000171956	Gene	Gene
ENSG00000171956	interacts_with	ENSG00000275885	Gene	Gene
ENSG00000275885	interacts_with	ENSG00000171956	Gene	Gene
ENSG00000177606	interacts_with	ENSG00000073584	Gene	Gene
ENSG00000073584	interacts_with	ENSG00000177606	Gene	Gene
ENSG00000177606	interacts_with	ENSG00000139613	Gene	Gene
ENSG00000139613	interacts_with	ENSG00000177606	Gene	Gene
ENSG00000131462	interacts_with	ENSG00000160447	Gene	Gene
ENSG00000160447	interacts_with	ENSG00000131462	Gene	Gene
ENSG00000072506	interacts_with	ENSG00000108515	Gene	Gene
ENSG00000108515	interacts_with	ENSG00000072506	Gene	Gene
ENSG00000132600	interacts_with	ENSG00000169891	Gene	Gene
ENSG00000169891	interacts_with	ENSG00000132600	Gene	Gene
ENSG00000074219	interacts_with	ENSG00000101057	Gene	Gene
ENSG00000101057	interacts_with	ENSG00000074219	Gene	Gene
ENSG00000131462	interacts_with	ENSG00000131626	Gene	Gene
ENSG00000131626	interacts_with	ENSG00000131462	Gene	Gene
ENSG00000183770	interacts_with	ENSG00000196305	Gene	Gene
ENSG00000196305	interacts_with	ENSG00000183770	Gene	Gene
ENSG00000145907	interacts_with	ENSG00000130830	Gene	Gene
ENSG00000130830	interacts_with	ENSG00000145907	Gene	Gene
ENSG00000177602	interacts_with	ENSG00000182325	Gene	Gene
ENSG00000182325	interacts_with	ENSG00000177602	Gene	Gene
ENSG00000046651	interacts_with	ENSG00000023734	Gene	Gene
ENSG00000023734	interacts_with	ENSG00000046651	Gene	Gene
ENSG00000101421	interacts_with	ENSG00000117859	Gene	Gene
ENSG00000117859	interacts_with	ENSG00000101421	Gene	Gene
ENSG00000167553	interacts_with	ENSG00000144867	Gene	Gene
ENSG00000144867	interacts_with	ENSG00000167553	Gene	Gene
ENSG00000101367	interacts_with	ENSG00000108578	Gene	Gene
ENSG00000108578	interacts_with	ENSG00000101367	Gene	Gene
ENSG00000142945	interacts_with	ENSG00000145979	Gene	Gene
ENSG00000145979	interacts_with	ENSG00000142945	Gene	Gene
ENSG00000147403	interacts_with	ENSG00000285226	Gene	Gene
ENSG00000285226	interacts_with	ENSG00000147403	Gene	Gene
ENSG00000164105	interacts_with	ENSG00000266074	Gene	Gene
ENSG00000266074	interacts_with	ENSG00000164105	Gene	Gene
ENSG00000111328	interacts_with	ENSG00000181472	Gene	Gene
ENSG00000181472	interacts_with	ENSG00000111328	Gene	Gene
ENSG00000108774	interacts_with	ENSG00000101421	Gene	Gene
ENSG00000101421	interacts_with	ENSG00000108774	Gene	Gene
ENSG00000147526	interacts_with	ENSG00000138162	Gene	Gene
ENSG00000138162	interacts_with	ENSG00000147526	Gene	Gene
ENSG00000135316	interacts_with	ENSG00000133812	Gene	Gene
ENSG00000133812	interacts_with	ENSG00000135316	Gene	Gene
ENSG00000117155	interacts_with	ENSG00000101752	Gene	Gene
ENSG00000101752	interacts_with	ENSG00000117155	Gene	Gene
ENSG00000163932	interacts_with	ENSG00000112739	Gene	Gene
ENSG00000112739	interacts_with	ENSG00000163932	Gene	Gene
ENSG00000118689	interacts_with	ENSG00000196367	Gene	Gene
ENSG00000196367	interacts_with	ENSG00000118689	Gene	Gene
ENSG00000196396	interacts_with	ENSG00000117528	Gene	Gene
ENSG00000117528	interacts_with	ENSG00000196396	Gene	Gene
ENSG00000165480	interacts_with	ENSG00000132842	Gene	Gene
ENSG00000132842	interacts_with	ENSG00000165480	Gene	Gene
ENSG00000177606	interacts_with	ENSG00000182568	Gene	Gene
ENSG00000182568	interacts_with	ENSG00000177606	Gene	Gene
ENSG00000167553	interacts_with	ENSG00000021826	Gene	Gene
ENSG00000021826	interacts_with	ENSG00000167553	Gene	Gene
ENSG00000117266	interacts_with	ENSG00000104447	Gene	Gene
